,0.001,0.0015,0.002,0.003,0.004,0.005,0.006,0.008,0.01,0.015,0.02,0.03,0.04,0.05,0.06,0.08,0.1,0.15,0.2,0.3,0.4,0.5,0.6,0.8,1.0,1.5,2.0,3.0,4.0,5.0,6.0,8.0,10.0,15.0,20.0,30.0,40.0,50.0,60.0,80.0,100.0,150.0,200.0,300.0,400.0,500.0,600.0,800.0,1000.0
0.0,0.695046,0.9663425999999999,1.223555,1.69238,2.105986,2.474557,2.804113,3.367697,3.8271050000000004,4.71235,5.355012,6.28114,6.932527,7.448286,8.047993,8.534595,9.053285,9.9129,10.53845,11.02007,11.3489,11.57797,11.71058,11.87244,11.97289,12.07703,12.09903,12.07744,11.99778,11.94557,11.89662,11.8137,11.74957,11.7109,11.64596,11.52248,11.5068,11.50152,11.496189999999999,11.49137,11.49325,11.500060000000001,11.51812,11.52154,11.524,11.50521,11.50395,11.50389,11.503730000000001
1e-06,0.6950465,0.9663434000000001,1.2235559999999999,1.6923810000000001,2.105988,2.474559,2.8041150000000004,3.367699,3.827108,4.712353,5.355015,6.281142,6.932528,7.448286,8.047989,8.534594,9.053283,9.912894,10.53844,11.02006,11.34888,11.57795,11.710560000000001,11.87242,11.97287,12.077,12.09901,12.07742,11.997760000000001,11.94554,11.8966,11.81368,11.74954,11.71089,11.64595,11.52248,11.50681,11.501539999999999,11.496210000000001,11.491439999999999,11.493360000000001,11.50036,11.51868,11.52283,11.52626,11.50862,11.50865,11.5114,11.51416
1.584893e-06,0.6950469,0.9663439,1.223557,1.692382,2.105989,2.47456,2.804116,3.3677010000000003,3.8271089999999997,4.712354,5.355016,6.281142,6.932528,7.448286,8.047987,8.534594,9.053281,9.912891,10.53843,11.02005,11.34886,11.57794,11.71055,11.87241,11.97285,12.07698,12.098989999999999,12.07741,11.99775,11.94553,11.89659,11.81367,11.74954,11.71088,11.64595,11.52248,11.50683,11.50157,11.496269999999999,11.49155,11.49355,11.5008,11.51945,11.52444,11.52882,11.51213,11.51305,11.517380000000001,11.52087
2.511886e-06,0.6950473,0.9663446,1.223557,1.6923830000000002,2.1059900000000003,2.4745619999999997,2.804118,3.3677029999999997,3.827112,4.712357,5.355019,6.281144,6.932529,7.448286,8.047984,8.534593,9.053279,9.912886,10.53842,11.02004,11.34885,11.577919999999999,11.71053,11.87238,11.97283,12.07696,12.09897,12.07739,11.99773,11.94551,11.89657,11.81366,11.74953,11.71087,11.64595,11.52251,11.50689,11.50168,11.49643,11.49184,11.494,11.50178,11.52109,11.5275,11.53319,11.51765,11.519680000000001,11.52639,11.53311
3.981072e-06,0.6950481,0.9663458,1.223559,1.6923849999999998,2.1059930000000002,2.474564,2.804121,3.3677059999999996,3.827115,4.7123610000000005,5.355023,6.281146,6.93253,7.448286,8.047979,8.534592,9.053276,9.912877,10.5384,11.02002,11.34882,11.57789,11.7105,11.87235,11.9728,12.07693,12.098939999999999,12.07736,11.9977,11.94549,11.89655,11.81364,11.74951,11.71087,11.64596,11.52258,11.50703,11.50192,11.496789999999999,11.49249,11.495,11.503789999999999,11.52413,11.53236,11.5397,11.52595,11.529869999999999,11.54018,11.550130000000001
6.309573e-06,0.6950494,0.9663476999999999,1.2235610000000001,1.692389,2.105997,2.474569,2.8041259999999997,3.367711,3.827122,4.712368,5.35503,6.281149,6.932532000000001,7.448285,8.04797,8.53459,9.05327,9.912864,10.53837,11.01999,11.34879,11.57785,11.71045,11.8723,11.97275,12.07687,12.098889999999999,12.07731,11.99766,11.94545,11.896510000000001,11.81361,11.74949,11.71089,11.64603,11.52277,11.5074,11.502510000000001,11.49762,11.49388,11.497,11.50725,11.52886,11.5396,11.549719999999999,11.53862,11.54491,11.559239999999999,11.572280000000001
1e-05,0.6950514,0.9663506,1.223565,1.692394,2.106003,2.474576,2.804133,3.367719,3.8271309999999996,4.712378,5.35504,6.281155,6.9325339999999995,7.448285,8.047957,8.534587,9.053262,9.912842999999999,10.53833,11.01993,11.34872,11.57777,11.71037,11.87222,11.97265,12.076789999999999,12.0988,12.07723,11.997589999999999,11.94539,11.896460000000001,11.81358,11.74948,11.71095,11.6462,11.52322,11.50821,11.503730000000001,11.49928,11.496410000000001,11.50035,11.5124,11.535919999999999,11.5507,11.5643,11.55611,11.56475,11.582410000000001,11.59786
1.584893e-05,0.6950545,0.9663553,1.223571,1.692402,2.1060119999999998,2.474587,2.804145,3.367732,3.827147,4.712395,5.355057,6.281162999999999,6.932538,7.448285,8.047936,8.534582,9.053248,9.91281,10.538260000000001,11.01985,11.34863,11.57766,11.71025,11.87209,11.97252,12.07666,12.09867,12.077110000000001,11.997489999999999,11.9453,11.8964,11.81356,11.74952,11.71115,11.64662,11.5242,11.50981,11.50596,11.5021,11.50032,11.505289999999999,11.52024,11.54665,11.566139999999999,11.583160000000001,11.57734,11.587810000000001,11.60849,11.62514
2.511886e-05,0.6950595,0.9663628000000001,1.22358,1.6924139999999999,2.106028,2.4746040000000002,2.804164,3.367753,3.827172,4.712421,5.3550830000000005,6.281177,6.932544999999999,7.448283999999999,8.047902,8.534574000000001,9.053227,9.912756,10.53815,11.01972,11.348469999999999,11.57748,11.71006,11.871889999999999,11.97231,12.07644,12.098469999999999,12.07693,11.99735,11.9452,11.89633,11.81358,11.74965,11.71162,11.64752,11.526010000000001,11.51247,11.50938,11.506269999999999,11.506110000000001,11.51282,11.53173,11.5613,11.58503,11.60473,11.60107,11.61325,11.635530000000001,11.65242
3.981072e-05,0.6950675000000001,0.9663746,1.223595,1.692434,2.106052,2.474631,2.804193,3.367786,3.82721,4.712463,5.355124,6.281199,6.932556,7.448282000000001,8.047849000000001,8.534561,9.053191,9.912673,10.53797,11.01953,11.348230000000001,11.57719,11.70975,11.87156,11.97198,12.07611,12.09816,12.07667,11.997160000000001,11.94508,11.896289999999999,11.81374,11.75002,11.71261,11.64914,11.5288,11.51633,11.51442,11.51257,11.51482,11.52365,11.54665,11.57882,11.60605,11.628169999999999,11.62551,11.63712,11.65525,11.66783
6.309573e-05,0.69508,0.9663933000000001,1.223619,1.692466,2.106091,2.474675,2.80424,3.367838,3.8272720000000002,4.712528,5.355189,6.281233,6.932572,7.448278999999999,8.047766000000001,8.53454,9.053137,9.912539,10.53769,11.019219999999999,11.34784,11.57673,11.70927,11.87105,11.97145,12.075610000000001,12.09768,12.07629,11.99691,11.944980000000001,11.896339999999999,11.81414,11.75079,11.714260000000001,11.65157,11.53284,11.522160000000001,11.52197,11.52167,11.526539999999999,11.53737,11.56357,11.59804,11.6278,11.64891,11.64296,11.65066,11.66133,11.66625
0.0001,0.6950999,0.9664229,1.223655,1.6925169999999998,2.1061520000000002,2.474744,2.8043150000000003,3.36792,3.827369,4.712633,5.355293,6.281287,6.932598,7.448276,8.047633,8.534509,9.053052000000001,9.912329,10.53725,11.01872,11.34723,11.576,11.70851,11.87026,11.97064,12.074810000000001,12.096960000000001,12.07575,11.99663,11.94495,11.89659,11.8149,11.75203,11.71658,11.65508,11.538889999999999,11.530389999999999,11.53203,11.53321,11.54018,11.55256,11.58162,11.61717,11.64358,11.65887,11.6474,11.65011,11.65203,11.64898
0.0001584893,0.6951315,0.9664699000000001,1.223714,1.6925970000000001,2.106249,2.474853,2.804433,3.36805,3.8275230000000002,4.712798,5.355457,6.281372,6.932639999999999,7.448271000000001,8.047424000000001,8.534459,9.052914,9.911997,10.536539999999999,11.01795,11.34627,11.57488,11.70732,11.869,11.96936,12.0736,12.095880000000001,12.075,11.99629,11.944989999999999,11.89697,11.81592,11.753689999999999,11.71996,11.660210000000001,11.5469,11.54045,11.54353,11.54583,11.55464,11.56831,11.597389999999999,11.629389999999999,11.647210000000001,11.65508,11.637,11.63378,11.62647,11.61792
0.0002511886,0.6951815,0.9665443000000001,1.223808,1.6927240000000001,2.106403,2.4750259999999997,2.804621,3.368257,3.8277690000000004,4.71306,5.355718,6.2815080000000005,6.932707000000001,7.448262,8.047089999999999,8.534381,9.0527,9.911471,10.53543,11.01672,11.34475,11.573080000000001,11.70544,11.86703,11.96738,12.07174,12.09424,12.07388,11.99571,11.94487,11.89732,11.81725,11.75605,11.72457,11.66666,11.55587,11.550980000000001,11.55532,11.55856,11.56807,11.58071,11.60375,11.62953,11.6369,11.63601,11.6114,11.60368,11.591239999999999,11.57817
